target,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv,pv
sweep,baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_physmask_grid_sweep_physics_weight,baseline_cvae_dual_physmask_grid_sweep_physics_weight,baseline_cvae_single_csi_grid_sweep_weather_only,baseline_cvae_single_csi_grid_sweep_weather_only,baseline_lstm_dual_nomask_grid_sweep_weather_only,baseline_lstm_dual_nomask_grid_sweep_weather_only,baseline_lstm_dual_physmask_grid_sweep_physics_weight,baseline_lstm_dual_physmask_grid_sweep_physics_weight,baseline_lstm_single_csi_grid_sweep_weather_only,baseline_lstm_single_csi_grid_sweep_weather_only,baseline_mlp_dual_nomask_grid_sweep_weather_only,baseline_mlp_dual_nomask_grid_sweep_weather_only,baseline_mlp_dual_physmask_grid_sweep_physics_weight,baseline_mlp_dual_physmask_grid_sweep_physics_weight,baseline_mlp_single_csi_grid_sweep_weather_only,baseline_mlp_single_csi_grid_sweep_weather_only,coverage_eval,coverage_eval,coverage_eval,coverage_eval,earne_learned_corr_dual_grid_sweep_weather_only,earne_learned_corr_dual_grid_sweep_weather_only,earne_learned_corr_dual_physmask_grid_sweep_physics_weight,earne_learned_corr_dual_physmask_grid_sweep_physics_weight,earne_learned_corr_single_csi_grid_sweep_weather_only,earne_learned_corr_single_csi_grid_sweep_weather_only,physics_weight_nomask,physics_weight_nomask,physics_weight_nomask,physics_weight_nomask,resolution_eval,resolution_eval,resolution_eval,resolution_eval,resolution_eval,resolution_eval,resolution_eval,resolution_eval,resolution_eval,resolution_eval,resolution_eval
run_name,baseline_cvae_dual_nomask-wx=False,baseline_cvae_dual_nomask-wx=True,baseline_cvae_dual_physmask-pw=0.0,baseline_cvae_dual_physmask-pw=0.3,baseline_cvae_single_csi-wx=False,baseline_cvae_single_csi-wx=True,baseline_lstm_dual_nomask-wx=False,baseline_lstm_dual_nomask-wx=True,baseline_lstm_dual_physmask-pw=0.0,baseline_lstm_dual_physmask-pw=0.3,baseline_lstm_single_csi-wx=False,baseline_lstm_single_csi-wx=True,baseline_mlp_dual_nomask-wx=False,baseline_mlp_dual_nomask-wx=True,baseline_mlp_dual_physmask-pw=0.0,baseline_mlp_dual_physmask-pw=0.3,baseline_mlp_single_csi-wx=False,baseline_mlp_single_csi-wx=True,coverage_eval_cvae_optimal,coverage_eval_gnn_optimal,coverage_eval_lstm_optimal,coverage_eval_mlp_optimal,earne_learned_corr_dual-wx=False,earne_learned_corr_dual-wx=True,earne_learned_corr_dual_physmask-pw=0.0,earne_learned_corr_dual_physmask-pw=0.3,earne_learned_corr_single_csi-wx=False,earne_learned_corr_single_csi-wx=True,baseline_cvae_dual_nomask_pw03,baseline_lstm_dual_nomask_pw03,baseline_mlp_dual_nomask_pw03,earne_learned_corr_dual_pw03,res_eval_cvae_30min,res_eval_cvae_60min,res_eval_gnn_30min,res_eval_gnn_5min,res_eval_gnn_60min,res_eval_lstm_30min,res_eval_lstm_5min,res_eval_lstm_60min,res_eval_mlp_30min,res_eval_mlp_5min,res_eval_mlp_60min
metric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMSE,600.9971516927084,623.8441162109375,546.9240519205729,510.6548767089844,618.6960042317709,640.3975423177084,589.2295125325521,618.5446980794271,545.2556762695312,2571.8142903645835,613.6905924479166,625.1685180664062,613.5854899088541,682.4363403320312,559.3558146158854,3330.6494954427085,621.3225301106771,653.3619791666666,618.5594075520834,682.9318237304688,614.0486857096354,614.2765096028646,686.6839396158854,647.3914998372396,631.9727579752604,3043.0060221354165,689.2601725260416,708.6251831054688,655.8191528320312,3089.6892903645835,3929.0064290364585,3524.841552734375,910.1665649414062,971.9112955729166,1212.4551595052083,677.8127644856771,1324.0094401041667,902.6798706054688,609.1622111002604,1388.010009765625,949.4524739583334,668.3682657877604,1020.0533040364584
NRMSE,0.06767985942485454,0.07025271578951998,0.059190914710018715,0.055265679297509133,0.06967297344952374,0.07211684035109328,0.06635466024027098,0.0696559191478277,0.05901032962775229,0.2783347622423613,0.06910928575099583,0.07040184465797335,0.06909744988208304,0.07685092232348802,0.06053631798115728,0.3604597497182696,0.06996873800146235,0.07357678327274908,0.06965759094054992,0.07690671999121973,0.06914961155988743,0.06917526739807663,0.07732925547096658,0.07290443214479399,0.06839529121278724,0.3293295168497826,0.07761937172586782,0.07980011568084097,0.07385350820180532,0.3479379066214368,0.44245558162898657,0.3969415289930125,0.0484646733195637,0.051918338438724176,0.06456095746636571,0.07633024948233767,0.07072701476397265,0.048066005802381045,0.06859933300869235,0.07414584932680816,0.05055655898447794,0.07526668004307725,0.05449003829530825
MAE,213.16084798177084,216.9088592529297,178.6483917236328,178.3399861653646,218.28494262695312,227.36771647135416,215.162841796875,221.89010620117188,186.15229288736978,931.3314615885416,226.78931172688803,228.13697814941406,218.09706115722656,240.18934631347656,189.1564687093099,1202.2196451822917,225.58531697591147,241.55535380045572,220.80172220865884,254.43958536783853,229.82110595703125,227.38316853841147,249.2939198811849,237.75713094075522,214.70250447591147,1177.228983561198,256.51068623860675,262.8957824707031,242.3151652018229,1449.0611572265625,1699.3982340494792,1636.260986328125,288.13690185546875,308.1503092447917,369.4895324707031,259.1299591064453,389.2006530761719,295.7462972005208,221.01301066080728,385.8346252441406,299.2785237630208,242.9443155924479,320.1703389485677
NMAE,0.024004599997947167,0.024426673339293884,0.01933424152853169,0.019300864303610887,0.024581637683215442,0.025604472575602947,0.024230044422586652,0.024987619076264456,0.0201463435271337,0.10079340561301958,0.025539331288894324,0.02569109549228527,0.02456047445805742,0.02704834386088738,0.020471470643141528,0.13011029620551376,0.02540374632423642,0.027202173499010204,0.024865058807281404,0.028653100158192824,0.025880749482960857,0.025606207041248687,0.028073633451561886,0.026774445793571595,0.02323619195990656,0.1274056802903419,0.02888633218693572,0.029605374397264222,0.027287743829034112,0.16318252685931192,0.1913736329136095,0.1842635840583685,0.015342753027447751,0.01646102079299101,0.019674622853552176,0.029181295282852248,0.020790637515470067,0.01574793423468949,0.024888847077677686,0.020610828298888283,0.015936018657503274,0.0273585880808227,0.01710311996568537
R$^2$,0.8331973495625858,0.8209094636851676,0.8578377738914335,0.874402987127072,0.8239177793296197,0.8148229258765523,0.8382896998044447,0.8318397804657313,0.8637163499902126,0.8267452138592137,0.8319940868121781,0.8311747632747782,0.8344806450470134,0.8058219584684659,0.8639017586201119,0.7039031543586215,0.8289068886832328,0.8085727595574516,0.8283775384400713,0.7861665933598069,0.828657005586653,0.8246476380582403,0.7837370529488329,0.8044162941142265,0.8125145846108138,0.7803306609684181,0.7820875124821537,0.7769782887635198,0.8352232521420984,0.747383946508133,0.6926454106470507,0.7813183092289658,0.8543863262914874,0.839676417557996,0.7588384969024319,0.7908416782664389,0.7463422012446044,0.8620173225702712,0.8322483414921158,0.6733065289783132,0.8573979353110044,0.7921983040601019,0.8346723310540871
EFE,9.942281087239584,11.58741029103597,10.44281800587972,4.590489625930786,13.034977277119955,10.86369244257609,10.840996424357096,14.884357452392578,16.002570152282715,146.78726196289062,15.165184338887533,18.568857828776043,10.613559405008951,11.594432512919107,9.166463096936544,193.07560221354166,16.241591771443684,15.701208114624023,15.901849428812662,15.79519526163737,13.521795590718588,11.606239318847656,13.530136108398438,11.465620358784994,15.060221672058105,186.59721883138022,15.00267219543457,13.473199367523193,9.427107473214468,214.4607391357422,251.41222635904947,241.76558430989584,13.739843368530273,12.160491943359375,20.206850051879883,16.492801030476887,28.911365509033203,14.959598541259766,14.655844688415527,24.3215274810791,17.848779042561848,12.355769475301107,19.73575782775879
Pinball Q50,106.58042399088542,108.45442962646484,89.3241958618164,89.1699930826823,109.14247131347656,113.68385823567708,107.5814208984375,110.94505310058594,93.07614644368489,465.6657307942708,113.39465586344402,114.06848907470703,109.04853057861328,120.09467315673828,94.57823435465495,601.1098225911459,112.79265848795573,120.77767690022786,110.40086110432942,127.21979268391927,114.91055297851562,113.69158426920573,124.64695994059245,118.87856547037761,107.35125223795573,588.614491780599,128.25534311930338,131.44789123535156,121.15758260091145,724.5305786132812,849.6991170247396,818.1304931640625,144.06845092773438,154.07515462239584,184.74476623535156,129.56497955322266,194.60032653808594,147.8731486002604,110.50650533040364,192.9173126220703,149.6392618815104,121.47215779622395,160.08516947428384
NPinball Q50,0.012002299998973584,0.012213336669646942,0.009667120764265845,0.009650432151805444,0.012290818841607721,0.012802236287801473,0.012115022211293326,0.012493809538132228,0.01007317176356685,0.05039670280650979,0.012769665644447162,0.012845547746142634,0.01228023722902871,0.01352417193044369,0.010235735321570764,0.06505514810275688,0.01270187316211821,0.013601086749505102,0.012432529403640702,0.014326550079096412,0.012940374741480428,0.012803103520624344,0.014036816725780943,0.013387222896785797,0.01161809597995328,0.06370284014517096,0.01444316609346786,0.014802687198632111,0.013643871914517056,0.08159126342965596,0.09568681645680475,0.09213179202918426,0.007671376513723876,0.008230510396495505,0.009837311426776088,0.014590647641426124,0.010395318757735033,0.007873967117344746,0.012444423538838843,0.010305414149444142,0.007968009328751637,0.01367929404041135,0.008551559982842684
Coverage,0.8637450181276597,0.8657105821361654,0.8788065540983779,0.8904758605404428,0.8746411120847689,0.8740891643128269,0.8138758619965586,0.7827144356465269,0.8203441391921356,0.7612626027496615,0.7551095477590432,0.7829941591776878,0.7522808154278402,0.6766283490424718,0.7447270334475548,0.8641680574616099,0.7983504560880927,0.7934980402479415,0.8729395230976268,0.8415426190296743,0.7774844305357606,0.7703871021204618,0.81218402208691,0.8064174427494798,0.7814047170740187,0.8392638126298362,0.8402932372524249,0.8131079346616827,0.8946938395954284,0.8460481926897668,0.8667766062636323,0.8419637041844915,0.8818193086727888,0.8935015852352657,0.7869398697012288,0.787372616753471,0.757472302125545,0.7561880711425969,0.7463847326225234,0.8300333844248011,0.6671057579787513,0.7539296982351248,0.7420426788726283
Sharpness,514.9317321777344,502.14662679036456,429.64417521158856,474.87249755859375,532.6572265625,555.7447306315104,507.69826253255206,535.4946797688802,459.55865478515625,1167.27001953125,504.9282735188802,538.9471130371094,528.699961344401,601.1010538736979,418.3368835449219,1621.5843505859375,573.108154296875,601.9873657226562,522.1796671549479,716.8965250651041,534.7339884440104,547.7349141438802,641.2635904947916,643.2628580729166,556.4519449869791,753.4098714192709,674.1143798828125,654.9469604492188,774.8657023111979,1564.9002278645833,2022.1735026041667,848.7295939127604,697.5754191080729,784.5625406901041,887.7362467447916,701.1117960611979,866.3787841796875,752.2671712239584,583.8884073893229,873.3973999023438,771.5980834960938,638.8630981445312,704.7939453125
NSharpness,0.05798780767767279,0.05654804355747348,0.04649828736056153,0.05139312744140625,0.05998392191019144,0.06258386606210703,0.05717321518762569,0.06030344166539647,0.049735764123899094,0.12632787078603946,0.05686127955649702,0.060692229110090014,0.05953827083994548,0.06769154523239286,0.045274535356197854,0.17549606764658263,0.06453919236979334,0.06779135510334074,0.058804016571503144,0.08073157290385707,0.06021777824675251,0.061681846134180686,0.07221435241566831,0.07243949511143331,0.06022204650915692,0.08153783040174468,0.07591376482136719,0.07375527211666137,0.08725965116117095,0.17622746437728795,0.22772219119755202,0.09557763595019035,0.03714459100681964,0.04191039213088163,0.04727028593026944,0.07895401372231305,0.04628092761562826,0.040056812381047566,0.06575318456814576,0.04665585374742374,0.04108614711165871,0.07194402676000608,0.03764925707157641
PV<Export Rate,0.08507682460547171,0.08929480047950462,0.03126320647419604,0.018046096191551664,0.08480122568401965,0.08991349193582558,0.2707727531282352,0.22976625836780196,0.2971187753062889,0.22725447556394554,0.28737243238358573,0.23500038808827717,0.3915634483087038,0.12469445078759422,0.39813890769619126,0.2591311309948529,0.48858176795020775,0.429653469040492,0.10107056119814663,0.292924532016158,0.36283779147398176,0.21383101624008827,0.2961346032631662,0.29750097397033803,0.27068131326698847,0.1300686017456148,0.2654666302201154,0.5008089859497046,0.029641320190077012,0.09781024470559474,0.2582489381942234,0.14318807582832474,0.09667292039141455,0.09416087513385264,0.4821628783661041,0.4031142342118023,0.3816098711515177,0.3911988453369133,0.3911802363175078,0.4938501270287861,0.2299178752182326,0.22294266533619478,0.2532946997851359
PV<Export Count,75631.0,79380.66666666667,25719.333333333332,14846.0,75386.0,79930.66666666667,240709.66666666666,204256.0,244431.0,186955.66666666666,255466.33333333334,208909.0,348089.3333333333,110850.0,327537.3333333333,213179.66666666666,434336.0,381950.3333333333,89849.0,260402.0,322553.0,190090.0,263255.6666666667,264470.3333333333,222681.66666666666,107003.66666666667,235992.66666666666,445205.6666666667,26350.333333333332,86950.66666666667,229576.33333333334,127290.33333333333,46014.666666666664,22423.0,229501.33333333334,1074994.0,90874.66666666667,186204.0,1043169.3333333334,117603.0,109437.0,594526.3333333334,60318.333333333336
