sweep,run_name,seed,user_id,target,metric,value
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,mae,114.62784576416016
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,mape,56.74556350708008
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,mbe,-54.864437103271484
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,nexport_violation_mag,0.05489173657966383
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,nmae,0.02170981927351518
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,nmbe,-0.0103909918756196
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,npinball_q10,0.0036700826702695906
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,npinball_q50,0.01085490963675759
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,npinball_q90,0.0073479211691654086
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,nrmse,0.059170988834265505
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,nsharpness,0.05589139533765388
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,pinball_q10,19.378036499023438
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,pinball_q50,57.31392288208008
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,pinball_q90,38.79702377319336
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,r2,0.8405842898111096
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,rmse,312.4228210449219
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,rmse_maxnorm,0.04132577031850815
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,110,pv,sharpness,295.1065673828125
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,coverage,0.9382590449545368
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,efe,7.4654364585876465
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,export_violation_count,676.0
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,export_violation_mag,253.43966674804688
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,export_violation_rate,0.042983404336491386
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,mae,107.80731201171875
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,mape,58.436946868896484
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,mbe,-24.936166763305664
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,nexport_violation_mag,0.026399965286254882
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,nmae,0.011229928334554036
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,nmbe,-0.0025975173711776734
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,npinball_q10,0.0020854320128758748
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,npinball_q50,0.005614964167277018
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,npinball_q90,0.003038180669148763
baseline_cvae_dual_nomask_grid_sweep_weather_only,baseline_cvae_dual_nomask-wx=False,0,111,pv,nrmse,0.03788505872090658
