arch,condition,mitigation,device,target,metric,value,data_source
cvae,control_5min,none,cuda,pv,export_violation_count,0.0,real_p1
cvae,control_5min,none,cuda,pv,export_violation_mag,0.0,real_p1
cvae,control_5min,none,cuda,pv,nrmse,0.0626286192133366,real_p1
cvae,control_5min,none,cuda,pv,nmae,0.0244284327718046,real_p1
cvae,control_5min,none,cuda,pv,nmbe,-0.0008228334817054,real_p1
cvae,control_5min,none,cuda,pv,npinball_q10,0.005017009011822,real_p1
cvae,control_5min,none,cuda,pv,npinball_q50,0.0122142163859023,real_p1
cvae,control_5min,none,cuda,pv,npinball_q90,0.0085990766652917,real_p1
cvae,control_5min,none,cuda,pv,nsharpness,0.0868573918958779,real_p1
cvae,control_5min,none,cuda,pv,nexport_violation_mag,0.0,real_p1
cvae,mixed_cadence,none,cuda,pv,rmse,169.9092559814453,real_p1
cvae,mixed_cadence,none,cuda,pv,rmse_maxnorm,0.0634937435388565,real_p1
cvae,mixed_cadence,none,cuda,pv,mae,66.47136688232422,real_p1
cvae,mixed_cadence,none,cuda,pv,mape,41.77190780639648,real_p1
cvae,mixed_cadence,none,cuda,pv,r2,0.9327812739274534,real_p1
cvae,mixed_cadence,none,cuda,pv,mbe,-3.626600027084351,real_p1
cvae,mixed_cadence,none,cuda,pv,efe,1.0258510112762451,real_p1
cvae,mixed_cadence,none,cuda,pv,pinball_q10,16.44437599182129,real_p1
cvae,mixed_cadence,none,cuda,pv,pinball_q50,33.23568344116211,real_p1
cvae,mixed_cadence,none,cuda,pv,pinball_q90,20.65909576416016,real_p1
cvae,mixed_cadence,none,cuda,pv,coverage,0.8866666666666667,real_p1
cvae,mixed_cadence,none,cuda,pv,sharpness,216.1853179931641,real_p1
cvae,mixed_cadence,none,cuda,pv,export_violation_rate,0.0,real_p1
cvae,mixed_cadence,none,cuda,pv,export_violation_count,0.0,real_p1
cvae,mixed_cadence,none,cuda,pv,export_violation_mag,0.0,real_p1
cvae,mixed_cadence,none,cuda,pv,nrmse,0.0693054532604562,real_p1
cvae,mixed_cadence,none,cuda,pv,nmae,0.0271134623244106,real_p1
cvae,mixed_cadence,none,cuda,pv,nmbe,-0.0014792787904321,real_p1
cvae,mixed_cadence,none,cuda,pv,npinball_q10,0.0067076094537368,real_p1
cvae,mixed_cadence,none,cuda,pv,npinball_q50,0.0135567311622053,real_p1
cvae,mixed_cadence,none,cuda,pv,npinball_q90,0.008426780445926,real_p1
cvae,mixed_cadence,none,cuda,pv,nsharpness,0.0881813139915596,real_p1
cvae,mixed_cadence,none,cuda,pv,nexport_violation_mag,0.0,real_p1
knn,control_5min,none,cuda,pv,rmse,323.6783447265625,
knn,control_5min,none,cuda,pv,rmse_maxnorm,0.011238830164074898,
knn,control_5min,none,cuda,pv,mae,94.01971435546875,
knn,control_5min,none,cuda,pv,mape,51.929386138916016,
knn,control_5min,none,cuda,pv,r2,0.8792719647414177,
knn,control_5min,none,cuda,pv,mbe,-22.699169158935547,
knn,control_5min,none,cuda,pv,efe,8.785247802734375,
knn,control_5min,none,cuda,pv,pinball_q10,16.502187728881836,
knn,control_5min,none,cuda,pv,pinball_q50,47.009857177734375,
knn,control_5min,none,cuda,pv,pinball_q90,31.820554733276367,
knn,control_5min,none,cuda,pv,coverage,0.8964281715373419,
knn,control_5min,none,cuda,pv,sharpness,215.98011779785156,
knn,control_5min,none,cuda,pv,export_violation_rate,0.011868771694099205,
knn,control_5min,none,cuda,pv,export_violation_count,106.0,
knn,control_5min,none,cuda,pv,export_violation_mag,290.8009338378906,
knn,control_5min,none,cuda,pv,nrmse,0.04613958951425563,
knn,control_5min,none,cuda,pv,nmae,0.013402289950146602,
knn,control_5min,none,cuda,pv,nmbe,-0.003235713369063052,
knn,control_5min,none,cuda,pv,npinball_q10,0.00235234818857287,
knn,control_5min,none,cuda,pv,npinball_q50,0.006701144975073301,
knn,control_5min,none,cuda,pv,npinball_q90,0.004535945507103891,
knn,control_5min,none,cuda,pv,nsharpness,0.030787459651809252,
knn,control_5min,none,cuda,pv,nexport_violation_mag,0.04145299163889783,
knn,mixed_cadence,none,cuda,pv,rmse,323.6783447265625,
knn,mixed_cadence,none,cuda,pv,rmse_maxnorm,0.011238830164074898,
knn,mixed_cadence,none,cuda,pv,mae,94.01971435546875,
knn,mixed_cadence,none,cuda,pv,mape,51.929386138916016,
knn,mixed_cadence,none,cuda,pv,r2,0.8792719647414177,
knn,mixed_cadence,none,cuda,pv,mbe,-22.699169158935547,
knn,mixed_cadence,none,cuda,pv,efe,8.785247802734375,
knn,mixed_cadence,none,cuda,pv,pinball_q10,16.502187728881836,
knn,mixed_cadence,none,cuda,pv,pinball_q50,47.009857177734375,
knn,mixed_cadence,none,cuda,pv,pinball_q90,31.820554733276367,
knn,mixed_cadence,none,cuda,pv,coverage,0.8964281715373419,
knn,mixed_cadence,none,cuda,pv,sharpness,215.98011779785156,
knn,mixed_cadence,none,cuda,pv,export_violation_rate,0.011868771694099205,
knn,mixed_cadence,none,cuda,pv,export_violation_count,106.0,
knn,mixed_cadence,none,cuda,pv,export_violation_mag,290.8009338378906,
knn,mixed_cadence,none,cuda,pv,nrmse,0.04613958951425563,
knn,mixed_cadence,none,cuda,pv,nmae,0.013402289950146602,
knn,mixed_cadence,none,cuda,pv,nmbe,-0.003235713369063052,
knn,mixed_cadence,none,cuda,pv,npinball_q10,0.00235234818857287,
knn,mixed_cadence,none,cuda,pv,npinball_q50,0.006701144975073301,
knn,mixed_cadence,none,cuda,pv,npinball_q90,0.004535945507103891,
knn,mixed_cadence,none,cuda,pv,nsharpness,0.030787459651809252,
knn,mixed_cadence,none,cuda,pv,nexport_violation_mag,0.04145299163889783,
